Test-Train Split (%),Max_depth,Min_Sample_Split,Time taken to train classifier (sec),Memory used (MB),CPU used,Accuracy Score,Precision Score,F1-Score,Recall Score
30.0,9,3,0.0003218650817871094,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,4,0.0003273487091064453,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,5,0.00032329559326171875,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,6,0.0003237724304199219,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,7,0.0003123283386230469,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,8,0.00033783912658691406,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,9,0.0003314018249511719,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,10,0.0003161430358886719,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,2,0.0003216266632080078,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,3,0.0006387233734130859,0.0,91.4,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,4,0.0006017684936523438,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,5,0.0003478527069091797,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,6,0.0003261566162109375,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,7,0.00032067298889160156,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,8,0.0003135204315185547,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,9,0.0003311634063720703,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,10,10,0.0007164478302001953,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
40.0,2,2,0.0003237724304199219,0.0,95.9,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,3,0.00030112266540527344,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,4,0.00030422210693359375,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,5,0.0002956390380859375,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,6,0.0003173351287841797,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,7,0.0003142356872558594,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,8,0.0003113746643066406,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,9,0.00031685829162597656,0.0,95.6,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,2,10,0.00031757354736328125,0.0,0.0,0.9666666666666667,0.9693333333333333,0.9660790598290598,0.9666666666666667
40.0,3,2,0.0003142356872558594,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,3,0.00033664703369140625,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,4,0.0003218650817871094,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,5,0.0003287792205810547,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,6,0.0003077983856201172,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,7,0.00032639503479003906,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,8,0.0003764629364013672,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,9,0.00039577484130859375,0.0,0.0,0.95,0.9557692307692308,0.948530612244898,0.95
40.0,3,10,0.00037550926208496094,0.0,95.3,0.95,0.9557692307692308,0.948530612244898,0.95
